ID	Year_collect	Length	Weight	cohort	Father	Mother	Cluster
PM_BMR_433	2018	93	1.13	2015	11	14	5
PM_BMR_434	2018	91	1.495	2015	10	13	5
PM_BMR_435	2018	92	1.256	2015	10	13	5
PM_BMR_436	2018	91	1.035	2015	7	11	6
PM_BMR_437	2018	82	0.729	2016	7	16	6
PM_BMR_438	2018	84	0.639	2016	10	13	5
PM_BMR_439	2018	93	1.106	2015	7	7	6
PM_BMR_440	2018	91	0.989	2015	7	7	6
PM_BMR_441	2018	101	1.383	2015	10	12	5
PM_BMR_442	2018	93	1.089	2015	6	18	4
PM_BMR_443	2018	86	0.866	2016	4	4	4
PM_BMR_444	2018	81	0.751	2016	6	6	4
PM_BMR_445	2018	89	0.905	2015	11	14	5
PM_BMR_446	2018	91	1.109	2015	20	23	5
PM_BMR_447	2018	78	0.672	2016	11	14	5
PM_BMR_448	2018	83	0.819	2016	14	4	4
PM_BMR_449	2018	89	0.922	2015	9	14	5
PM_BMR_450	2018	82	0.635	2016	6	37	4
PM_BMR_451	2018	93	1.101	2015	10	13	5
PM_BMR_452	2018	87	0.749	2016	17	19	5
PM_BMR_453	2018	89	1.046	2015	9	12	5
PM_BMR_454	2018	91	0.793	2015	7	7	6
PM_BMR_455	2018	83	0.87	2016	14	4	4
PM_BMR_456	2018	90	0.729	2015	5	5	5
PM_BMR_457	2018	86	0.843	2016	10	12	5
PM_BMR_458	2018	81	0.684	2016	6	37	4
PM_BMR_459	2018	91	1.243	2015	11	14	5
PM_BMR_460	2018	92	1.011	2015	17	19	5
PM_BMR_461	2018	82	0.783	2016	17	19	5
PM_BMR_462	2018	83	0.794	2016	19	21	4
PM_BMR_463	2018	92	1.009	2015	11	14	5
PM_BMR_464	2018	89	0.735	2015	10	12	5
PM_BMR_465	2018	98	1.198	2015	4	4	4
PM_BMR_466	2018	92	1.218	2015	5	10	5
PM_BMR_467	2018	82	0.633	2016	18	20	5
PM_BMR_468	2018	84	0.817	2016	4	4	4
PM_BMR_469	2018	91	1.054	2015	6	18	4
PM_BMR_470	2018	94	1.087	2015	11	14	5
PM_BMR_471	2018	82	0.687	2016	11	14	5
PM_BMR_472	2018	81	0.605	2016	7	16	6
PM_BMR_473	2018	93	1.112	2015	17	19	5
PM_BMR_474	2018	81	0.704	2016	10	13	5
PM_BMR_475	2018	82	0.651	2016	20	23	5
PM_BMR_476	2018	83	0.824	2016	19	15	4
PM_BMR_477	2018	90	0.976	2015	11	14	5
PM_BMR_478	2018	91	0.859	2015	7	16	6
PM_BMR_479	2018	82	0.694	2016	17	19	5
PM_BMR_480	2018	91	0.845	2015	10	13	5
PM_BMR_481	2018	84	0.761	2016	28	10	5
PM_BMR_482	2018	81	0.761	2016	7	16	6
PM_BMR_483	2018	90	0.926	2015	10	23	5
PM_BMR_484	2018	90	0.885	2015	18	20	5
PM_BMR_485	2018	89	0.778	2015	11	14	5
PM_BMR_486	2018	89	0.891	2015	10	12	5
PM_BMR_487	2018	91	0.915	2015	4	4	4
PM_BMR_488	2018	89	0.822	2015	6	18	4
PM_BMR_489	2018	82	0.587	2016	11	14	5
PM_BMR_490	2018	83	0.668	2016	10	12	5
PM_BMR_491	2018	83	0.782	2016	13	14	5
PM_BMR_492	2018	86	0.573	2016	19	15	4
PM_BMR_493	2018	86	0.527	2016	6	37	4
PM_BMR_494	2018	94	1.121	2015	6	18	4
PM_BMR_495	2018	91	0.994	2015	7	11	6
PM_BMR_496	2018	89	0.871	2015	12	15	4
PM_BMR_497	2018	81	0.649	2016	4	4	4
PM_BMR_498	2018	100	1.241	2015	16	17	8
PM_BMR_499	2018	96	1.005	2015	7	24	6
PM_BMR_500	2018	79	0.718	2016	10	5	5
PM_BMR_501	2018	93	1.174	2015	7	11	6
PM_BMR_502	2018	92	0.863	2015	11	14	5
PM_BMR_503	2018	83	0.783	2016	7	11	6
PM_BMR_504	2018	95	1.144	2015	16	17	8
PM_BMR_505	2018	92	1.056	2015	9	14	5
PM_BMR_506	2018	82	0.891	2016	7	11	6
PM_BMR_507	2018	93	1.237	2015	9	14	5
PM_BMR_508	2018	83	0.849	2016	10	13	5
PM_BMR_509	2018	82	0.71	2016	6	18	4
PM_BMR_510	2018	83	0.823	2016	11	14	5
PM_BMR_511	2018	90	0.984	2015	17	19	5
PM_BMR_512	2018	91	1.144	2015	7	11	6
PM_BMR_513	2018	82	0.864	2016	7	16	6
PM_BMR_514	2018	91	0.999	2015	12	15	4
PM_BMR_515	2018	93	1.127	2015	5	10	5
PM_BMR_516	2018	92	0.994	2015	16	17	8
PM_BMR_517	2018	81	0.645	2016	11	14	5
PM_BMR_518	2018	89	1.029	2015	11	14	5
PM_BMR_519	2018	80	0.636	2016	4	4	4
PM_BMR_520	2018	94	1.28	2015	5	10	5
PM_BMR_521	2018	91	0.948	2015	4	4	4
PM_BMR_522	2018	86	0.831	2016	7	7	6
PM_BMR_523	2018	96	1.133	2015	4	4	4
PM_BMR_524	2018	94	1.27	2015	5	10	5
PM_BMR_525	2018	91	0.998	2015	10	12	5
PM_BMR_526	2018	91	0.919	2015	7	7	6
PM_BMR_527	2018	89	0.886	2015	10	13	5
PM_BMR_528	2018	97	1.126	2015	11	14	5
PM_BMR_529	2018	84	0.779	2016	7	7	6
PM_BMR_530	2018	81	1.103	2016	16	17	8
PM_BMR_531	2018	88	0.832	2016	16	17	8
PM_BMR_532	2018	90	1.01	2015	18	19	5
PM_BMR_533	2018	82	0.764	2016	7	11	6
PM_BMR_534	2018	93	0.846	2015	11	14	5
PM_BMR_535	2018	98	1.107	2015	12	15	4
PM_BMR_536	2018	94	1.277	2015	4	4	4
PM_BMR_537	2018	88	0.788	2016	4	4	4
PM_BMR_538	2018	82	0.808	2016	10	5	5
PM_BMR_539	2018	83	0.839	2016	10	12	5
PM_BMR_540	2018	82	0.833	2016	28	5	5
PM_BMR_541	2018	84	0.782	2016	16	17	8
PM_BMR_542	2018	81	0.718	2016	4	4	4
PM_BMR_543	2018	94	1.159	2015	6	18	4
PM_BMR_544	2018	79	0.601	2016	4	4	4
PM_BMR_545	2018	83	0.799	2016	6	18	4
PM_BMR_546	2018	91	0.947	2015	6	18	4
PM_BMR_547	2018	83	0.787	2016	10	23	5
PM_BMR_548	2018	90	0.843	2015	14	4	4
PM_BMR_549	2018	86	0.941	2016	7	11	6
PM_BMR_550	2018	89	0.644	2015	11	14	5
PM_BMR_551	2018	85	0.793	2016	10	13	5
PM_BMR_552	2018	84	0.743	2016	7	11	6
PM_BMR_553	2018	93	0.961	2015	9	14	5
PM_BMR_554	2018	85	0.737	2016	7	11	6
PM_BMR_555	2018	81	0.646	2016	11	14	5
PM_BMR_556	2018	82	0.633	2016	9	14	5
PM_BMR_557	2018	81	0.814	2016	7	16	6
PM_BMR_558	2018	87	0.899	2016	7	11	6
PM_BMR_559	2018	90	0.902	2015	9	14	5
PM_BMR_560	2018	93	0.86	2015	7	16	6
PM_BMR_561	2018	87	0.821	2016	11	14	5
PM_BMR_562	2018	84	0.719	2016	4	4	4
PM_BMR_563	2018	87	0.842	2016	11	14	5
PM_BMR_564	2018	93	1.177	2015	11	55	5
PM_BMR_565	2018	84	0.663	2016	6	18	4
PM_BMR_566	2018	90	0.94	2015	7	11	6
PM_BMR_567	2018	95	1.071	2015	7	11	6
PM_BMR_568	2018	87	0.854	2016	10	12	5
PM_BMR_569	2018	84	0.81	2016	6	18	4
PM_BMR_570	2018	89	0.772	2015	4	4	4
PM_BMR_571	2018	86	0.792	2016	19	15	4
PM_BMR_572	2018	96	1.267	2015	28	10	5
PM_BMR_573	2018	91	0.968	2015	20	23	5
PM_BMR_574	2018	94	1.129	2015	11	14	5
PM_BMR_575	2018	90	0.849	2015	10	13	5
PM_BMR_576	2018	91	0.776	2015	6	18	4
PM_BMR_577	2018	100	1.226	2015	10	12	5
PM_BMR_578	2018	94	1.109	2015	6	18	4
PM_BMR_579	2018	100	1.196	2015	11	14	5
PM_BMR_580	2018	92	0.879	2015	4	4	4
PM_BMR_581	2018	101	1.361	2015	20	23	5
PM_BMR_582	2018	96	1.257	2015	4	4	4
PM_BMR_583	2018	90	0.988	2015	4	4	4
PM_BMR_584	2018	84	0.902	2016	11	14	5
PM_BMR_585	2018	86	0.775	2016	11	14	5
PM_BMR_586	2018	81	0.698	2016	11	14	5
PM_BMR_587	2018	92	1.039	2015	6	18	4
PM_BMR_588	2018	81	0.699	2016	7	11	6
PM_BMR_589	2018	83	0.777	2016	4	4	4
PM_BMR_590	2018	98	1.381	2015	10	23	5
PM_BMR_591	2018	80	0.654	2016	11	14	5
PM_BMR_592	2018	84	0.756	2016	6	6	4
PM_BMR_593	2018	88	1.056	2016	7	7	6
PM_BMR_594	2018	82	1.497	2016	4	4	4
PM_BMR_595	2018	83	0.766	2016	28	10	5
PM_BMR_596	2018	82	0.776	2016	19	15	4
PM_BMR_597	2018	83	0.666	2016	4	4	4
PM_BMR_598	2018	92	1.054	2015	9	12	5
PM_BMR_599	2018	89	0.809	2015	10	13	5
PM_BMR_600	2018	87	0.902	2016	7	11	6
PM_BMR_601	2018	93	0.973	2015	13	14	5
PM_BMR_602	2018	91	0.724	2015	4	4	4
PM_BMR_603	2018	82	0.626	2016	7	16	6
PM_BMR_604	2018	91	0.847	2015	4	4	4
PM_BMR_605	2018	90	0.844	2015	4	4	4
PM_BMR_606	2018	87	0.757	2016	7	16	6
PM_BMR_607	2018	79	0.45	2016	13	14	5
PM_BMR_608	2018	90	0.779	2015	11	14	5
PM_BMR_609	2018	95	0.967	2015	10	23	5
PM_BMR_610	2018	93	0.884	2015	17	52	5
PM_BMR_611	2018	83	0.516	2016	38	39	4
PM_BMR_612	2018	97	1.109	2015	16	17	8
PM_BMR_613	2018	91	0.881	2015	31	34	5
PM_BMR_614	2018	95	1.156	2015	18	20	5
PM_BMR_615	2018	89	0.823	2015	17	19	5
PM_BMR_616	2018	98	1.165	2015	17	36	5
PM_BMR_617	2018	89	0.977	2015	36	42	14
PM_BMR_618	2018	82	0.719	2016	39	46	4
PM_BMR_619	2018	100	1.184	2015	16	17	8
PM_BMR_620	2018	96	1.096	2015	35	37	4
PM_BMR_621	2018	92	1.036	2015	47	6	4
PM_BMR_622	2018	94	1.152	2015	7	11	6
PM_BMR_623	2018	93	1.238	2015	31	34	5
PM_BMR_624	2018	94	1.132	2015	16	17	8
PM_BMR_625	2018	89	0.936	2015	38	43	4
PM_BMR_626	2018	91	1.001	2015	35	37	4
PM_BMR_627	2018	91	1.092	2015	17	36	5
PM_BMR_628	2018	89	0.942	2015	16	17	8
PM_BMR_629	2018	93	1.085	2015	11	14	5
PM_BMR_630	2018	81	0.681	2016	4	4	4
PM_BMR_631	2018	90	0.94	2015	17	35	5
PM_BMR_632	2018	89	0.919	2015	12	15	4
PM_BMR_633	2018	73	0.689	2016	12	15	4
PM_BMR_634	2018	82	0.728	2016	17	36	5
PM_BMR_635	2018	89	0.788	2015	48	17	8
PM_BMR_636	2018	82	0.728	2016	29	49	13
PM_BMR_637	2018	98	1.252	2015	33	15	4
PM_BMR_638	2018	99	1.136	2015	17	35	5
PM_BMR_639	2018	92	1.042	2015	29	49	13
PM_BMR_640	2018	93	1.117	2015	30	32	4
PM_BMR_641	2018	84	0.855	2016	16	17	8
PM_BMR_642	2018	83	0.724	2016	31	34	5
PM_BMR_643	2018	83	0.774	2016	16	17	8
PM_BMR_644	2018	81	0.681	2016	35	37	4
PM_BMR_645	2018	100	1.25	2015	37	37	4
PM_BMR_646	2018	92	0.892	2015	28	10	5
PM_BMR_647	2018	90	0.925	2015	16	17	8
PM_BMR_648	2018	81	0.658	2016	33	15	4
PM_BMR_649	2018	82	0.735	2016	7	11	6
PM_BMR_650	2018	81	0.624	2016	49	53	17
PM_BMR_651	2018	84	0.777	2016	31	34	5
PM_BMR_652	2018	82	0.731	2016	39	37	4
PM_BMR_653	2018	92	0.867	2015	37	37	4
PM_BMR_654	2018	82	0.998	2016	14	44	4
PM_BMR_655	2018	91	0.808	2015	50	56	18
PM_BMR_656	2018	81	0.796	2016	9	14	5
PM_BMR_657	2018	90	0.798	2015	6	6	4
PM_BMR_658	2018	85	0.644	2016	17	35	5
PM_BMR_659	2018	94	1.205	2015	5	10	5
PM_BMR_660	2018	91	0.858	2015	17	36	5
PM_BMR_661	2018	88	0.938	2016	32	32	4
PM_BMR_662	2018	95	1.147	2015	35	41	4
PM_BMR_663	2018	89	1.135	2015	51	24	6
PM_BMR_664	2018	98	1.165	2015	52	45	4
PM_BMR_665	2018	92	1.039	2015	53	57	19
PM_BMR_666	2018	73	1.028	2016	17	35	5
PM_BMR_667	2018	82	0.755	2016	31	33	5
PM_BMR_668	2018	81	0.624	2016	4	4	4
PM_BMR_669	2018	90	0.945	2015	35	37	4
PM_BMR_670	2018	82	0.66	2016	38	45	4
PM_BMR_671	2018	96	1.072	2015	54	1	1
PM_BMR_672	2018	81	0.622	2016	34	58	4
PM_BMR_673	2018	84	0.688	2016	55	21	4
PM_BMR_674	2018	81	0.991	2016	56	59	20
PM_BMR_675	2018	96	1.091	2015	37	39	4
PM_BMR_676	2018	85	1.413	2016	33	15	4
PM_BMR_677	2018	82	0.684	2016	3	3	3
PM_BMR_678	2018	84	0.92	2016	57	60	21
PM_BMR_679	2018	83	0.728	2016	2	2	2
PM_BMR_680	2018	91	0.856	2015	2	2	2
PM_BMR_681	2018	83	0.768	2016	3	3	3
PM_BMR_682	2018	82	0.833	2016	3	3	3
PM_BMR_683	2018	84	0.732	2016	2	2	2
PM_BMR_684	2018	81	0.789	2016	2	2	2
PM_BMR_685	2018	90	0.908	2015	2	2	2
PM_BMR_686	2018	82	0.718	2016	2	2	2
PM_BMR_687	2018	98	1.173	2015	2	2	2
PM_BMR_688	2018	103	1.363	2015	3	3	3
PM_BMR_689	2018	102	1.442	2015	2	2	2
PM_BMR_690	2018	101	1.369	2015	44	61	16
PM_BMR_691	2018	110	2.057	2015	2	2	2
PM_BMR_692	2018	103	1.657	2015	2	2	2
PM_BMR_693	2018	103	1.194	2015	17	19	5
PM_BMR_694	2018	120	2.104	2015	17	19	5
PM_BMR_695	2018	109	1.733	2015	19	15	4
PM_BMR_696	2018	112	2.132	2015	6	6	4
PM_BMR_697	2018	104	1.506	2015	7	7	6
PM_BMR_698	2018	102	1.502	2015	12	15	4
PM_BMR_699	2018	112	1.988	2015	11	14	5
PM_BMR_700	2018	114	2.054	2015	38	43	4
PM_BMR_701	2018	121	2.281	2015	14	4	4
PM_BMR_702	2018	121	2.593	2015	11	14	5
PM_BMR_703	2018	111	1.562	2015	11	14	5
PM_BMR_704	2018	99	1.436	2015	4	4	4
PM_BMR_705	2018	104	1.205	2015	4	4	4
PM_BMR_706	2018	106	1.471	2015	7	11	6
PM_BMR_707	2018	101	1.194	2015	10	23	5
PM_BMR_708	2018	110	1.584	2015	7	16	6
PM_BMR_709	2018	124	2.763	2015	18	19	5
PM_BMR_710	2018	99	1.135	2015	7	16	6
PM_BMR_711	2018	112	1.82	2015	10	13	5
PM_BMR_712	2018	99	1.114	2015	5	10	5
PM_BMR_713	2018	110	1.71	2015	7	11	6
PM_BMR_714	2018	130	3.008	2015	7	11	6
PM_BMR_715	2018	116	2.186	2015	6	37	4
PM_BMR_716	2018	130	2.841	2015	7	16	6
PM_BMR_717	2018	103	1.415	2015	10	12	5
PM_BMR_718	2018	104	1.726	2015	16	17	8
PM_BMR_719	2018	101	1.368	2015	11	14	5
PM_BMR_720	2018	99	1.315	2015	7	16	6
PM_BMR_721	2018	112	1.809	2015	12	15	4
PM_BMR_722	2018	101	1.584	2015	20	20	5
PM_BMR_723	2018	105	1.536	2015	10	23	5
PM_BMR_724	2018	98	1.22	2015	10	13	5
PM_BMR_725	2018	97	1.208	2015	17	19	5
PM_BMR_726	2018	124	2.07	2015	10	12	5
PM_BMR_727	2018	103	1.487	2015	10	13	5
PM_BMR_728	2018	114	1.916	2015	18	20	5
PM_BMR_729	2018	100	1.015	2015	11	14	5
PM_BMR_730	2018	116	2.01	2015	10	12	5
PM_BMR_731	2018	112	1.908	2015	58	54	5
PM_BMR_732	2018	97	1.131	2015	7	11	6
PM_BMR_733	2018	98	1.27	2015	18	54	5
PM_BMR_734	2018	115	1.723	2015	10	13	5
PM_BMR_735	2018	103	1.502	2015	7	16	6
PM_BMR_736	2018	99	1.574	2015	17	19	5
PM_BMR_737	2018	100	1.461	2015	10	23	5
PM_BMR_738	2018	105	1.488	2015	10	13	5
PM_BMR_739	2018	106	1.452	2015	20	20	5
PM_BMR_740	2018	128	2.86	2015	7	11	6
PM_BMR_741	2018	105	1.588	2015	9	14	5
PM_BMR_742	2018	107	1.429	2015	10	12	5
PM_BMR_743	2018	113	2.157	2015	18	20	5
PM_BMR_744	2018	129	2.782	2015	13	14	5
PM_BMR_745	2018	108	1.68	2015	10	13	5
PM_BMR_746	2018	115	1.988	2015	10	5	5
PM_BMR_747	2018	101	1.402	2015	7	11	6
PM_BMR_748	2018	103	1.428	2015	7	16	6
PM_BMR_749	2018	105	1.648	2015	7	11	6
PM_BMR_750	2018	109	1.758	2015	28	10	5
PM_BMR_751	2018	105	1.454	2015	13	14	5
PM_BMR_752	2018	127	2.684	2015	11	14	5
PM_BMR_753	2018	105	1.635	2015	7	16	6
PM_BMR_754	2018	100	1.501	2015	7	11	6
PM_BMR_755	2018	99	1.221	2015	10	12	5
PM_BMR_756	2018	99	1.32	2015	7	11	6
PM_BMR_757	2018	106	1.412	2015	12	15	4
PM_BMR_758	2018	113	2.167	2015	6	37	4
PM_BMR_759	2018	98	1.291	2015	18	19	5
PM_BMR_760	2018	116	1.998	2015	7	11	6
PM_BMR_761	2018	121	2.48	2015	19	21	4
PM_BMR_762	2018	121	2.42	2015	10	13	5
PM_BMR_763	2018	102	1.198	2015	7	11	6
PM_BMR_764	2018	105	1.623	2015	6	6	4
PM_BMR_765	2018	97	1.848	2015	18	20	5
PM_BMR_766	2018	110	1.238	2015	15	5	5
PM_BMR_767	2018	133	2.713	2015	59	54	5
PM_BMR_768	2018	118	2.171	2015	7	16	6
PM_BMR_769	2018	111	1.799	2015	7	16	6
PM_BMR_770	2018	100	1.33	2015	11	14	5
PM_BMR_771	2018	104	1.381	2015	7	11	6
PM_BMR_772	2018	102	1.786	2015	18	20	5
PM_BMR_773	2018	100	1.485	2015	15	5	5
PM_BMR_774	2018	101	1.688	2015	7	11	6
PM_BMR_775	2018	100	1.452	2015	10	12	5
PM_BMR_776	2018	118	1.316	2015	7	16	6
PM_BMR_777	2018	115	2.176	2015	10	13	5
PM_BMR_778	2018	112	1.916	2015	7	7	6
PM_BMR_779	2018	106	1.604	2015	11	14	5
PM_BMR_780	2018	116	1.91	2015	11	14	5
PM_BMR_781	2018	98	1.12	2015	18	54	5
PM_BMR_782	2018	105	1.607	2015	10	23	5
PM_BMR_783	2018	97	1.399	2015	11	14	5
PM_BMR_784	2018	102	1.474	2015	7	11	6
PM_BMR_785	2018	130	3.209	2015	7	16	6
PM_BMR_786	2018	109	1.934	2015	18	19	5
PM_BMR_787	2018	105	1.558	2015	7	16	6
PM_BMR_788	2018	120	2.23	2015	10	13	5
PM_BMR_789	2018	105	1.502	2015	6	18	4
PM_BMR_790	2018	106	1.429	2015	10	13	5
PM_BMR_791	2018	111	1.738	2015	10	12	5
PM_BMR_792	2018	99	1.19	2015	18	54	5
PM_BMR_793	2018	107	1.645	2015	12	15	4
PM_BMR_794	2018	100	1.412	2015	13	14	5
PM_BMR_795	2018	98	1.245	2015	7	11	6
PM_BMR_796	2018	103	1.363	2015	10	23	5
PM_BMR_797	2018	88	1.101	2016	16	17	8
PM_BMR_798	2018	71	0.426	2016	16	17	8
PM_BMR_799	2018	70	0.445	2016	16	17	8
PM_BMR_800	2018	76	0.57	2016	18	20	5
PM_BMR_801	2018	67	0.307	2016	7	7	6
PM_BMR_802	2018	78	0.549	2016	7	7	6
PM_BMR_803	2018	73	0.536	2016	16	17	8
PM_BMR_804	2018	76	0.584	2016	6	18	4
PM_BMR_805	2018	80	0.765	2016	60	62	22
PM_BMR_806	2018	79	0.585	2016	7	11	6
PM_BMR_807	2018	63	0.48	2016	11	14	5
PM_BMR_808	2018	77	0.582	2016	6	6	4
PM_BMR_809	2018	78	0.568	2016	18	19	5
PM_BMR_810	2018	71	0.495	2016	7	16	6
PM_BMR_811	2018	72	0.478	2016	11	55	5
PM_BMR_812	2018	79	0.565	2016	61	12	5
PM_BMR_813	2018	76	0.565	2016	12	15	4
PM_BMR_814	2018	71	0.518	2016	20	20	5
PM_BMR_815	2018	65	0.448	2016	4	4	4
PM_BMR_816	2018	70	0.425	2016	7	16	6
PM_BMR_817	2018	80	0.608	2016	11	14	5
PM_BMR_818	2018	79	0.572	2016	12	15	4
PM_BMR_819	2018	73	0.563	2016	10	23	5
PM_BMR_820	2018	76	0.633	2016	4	4	4
PM_BMR_822	2018	80	0.695	2016	10	12	5
PM_BMR_823	2018	71	0.54	2016	48	17	8
PM_BMR_824	2018	79	0.538	2016	11	14	5
PM_BMR_825	2018	77	0.602	2016	11	14	5
PM_BMR_826	2018	75	0.552	2016	15	5	5
PM_BMR_827	2018	78	0.728	2016	14	4	4
PM_BMR_828	2018	95	1.136	2015	4	4	4
PM_BMR_830	2018	81	0.653	2016	11	14	5
PM_BMR_831	2018	76	0.624	2016	9	12	5
PM_BMR_832	2018	69	0.401	2016	13	14	5
PM_BMR_833	2018	73	0.564	2016	6	18	4
PM_BMR_834	2018	71	0.555	2016	4	4	4
PM_BMR_835	2018	80	0.704	2016	48	17	8
PM_BMR_836	2018	71	0.63	2016	4	4	4
PM_BMR_837	2018	75	0.544	2016	20	20	5
PM_BMR_838	2018	74	0.769	2016	7	11	6
PM_BMR_839	2018	68	0.395	2016	11	14	5
PM_BMR_840	2018	76	0.475	2016	17	19	5
PM_BMR_841	2018	66	0.353	2016	20	20	5
PM_BMR_842	2018	77	0.524	2016	11	14	5
PM_BMR_843	2018	78	0.523	2016	15	5	5
PM_BMR_844	2018	62	0.669	2016	13	14	5
PM_BMR_845	2018	81	0.617	2016	9	14	5
PM_BMR_846	2018	74	0.532	2016	7	7	6
PM_BMR_847	2018	79	0.675	2016	4	4	4
PM_BMR_848	2018	71	0.45	2016	11	14	5
PM_BMR_849	2018	72	0.494	2016	20	23	5
PM_BMR_850	2018	81	0.538	2016	6	18	4
PM_BMR_851	2018	73	0.441	2016	7	7	6
PM_BMR_852	2018	81	0.63	2016	11	14	5
PM_BMR_853	2018	79	0.574	2016	10	13	5
PM_BMR_854	2018	78	0.548	2016	11	14	5
PM_BMR_855	2018	73	0.465	2016	17	19	5
PM_BMR_856	2018	81	0.636	2016	7	11	6
PM_BMR_857	2018	82	0.689	2016	11	14	5
PM_BMR_858	2018	84	0.787	2016	11	14	5
PM_BMR_859	2018	78	0.635	2016	14	4	4
PM_BMR_860	2018	76	0.647	2016	4	4	4
PM_BMR_861	2018	77	0.527	2016	62	48	15
PM_BMR_862	2018	75	0.571	2016	17	19	5
PM_BMR_863	2018	70	0.401	2016	7	16	6
PM_BMR_864	2018	82	0.635	2016	7	7	6
PM_BMR_865	2018	80	0.602	2016	4	4	4
PM_BMR_866	2018	76	0.507	2016	58	54	5
PM_BMR_867	2018	80	0.677	2016	7	16	6
PM_BMR_868	2018	74	0.608	2016	4	4	4
PM_BMR_869	2018	76	0.53	2016	4	4	4
PM_BMR_870	2018	78	0.58	2016	18	19	5
PM_BMR_871	2018	73	0.504	2016	62	48	15
PM_BMR_872	2018	77	0.578	2016	10	13	5
PM_BMR_873	2018	74	0.482	2016	7	11	6
PM_BMR_874	2018	76	0.508	2016	13	14	5
PM_BMR_875	2018	76	0.491	2016	11	14	5
PM_BMR_876	2018	76	0.549	2016	4	4	4
PM_BMR_877	2018	76	0.456	2016	11	14	5
PM_BMR_878	2018	77	0.59	2016	4	4	4
PM_BMR_879	2018	70	0.349	2016	7	7	6
PM_BMR_880	2018	75	0.559	2016	17	19	5
PM_BMR_881	2018	77	0.413	2016	7	7	6
PM_BMR_882	2018	74	0.52	2016	5	10	5
PM_BMR_883	2018	75	0.521	2016	11	14	5
PM_BMR_884	2018	63	0.451	2016	35	37	4
PM_BMR_885	2018	79	0.662	2016	10	23	5
PM_BMR_886	2018	79	0.7	2016	18	20	5
PM_BMR_887	2018	71	0.923	2016	7	16	6
PM_BMR_888	2018	77	0.51	2016	11	14	5
PM_BMR_889	2018	75	0.547	2016	11	14	5
PM_BMR_890	2018	74	0.48	2016	6	6	4
PM_BMR_891	2018	72	0.496	2016	10	12	5
PM_BMR_892	2018	75	0.605	2016	4	4	4
PM_BMR_893	2018	84	0.748	2016	9	14	5
PM_BMR_894	2018	71	0.439	2016	4	4	4
PM_BMR_895	2018	81	0.64	2016	11	14	5
PM_BMR_896	2018	73	0.448	2016	20	20	5
PM_BMR_897	2018	80	0.622	2016	9	12	5
PM_BMR_898	2018	80	0.657	2016	7	7	6
PM_BMR_899	2018	51	0.375	2017	5	10	5
PM_BMR_900	2018	64	0.325	2016	11	14	5
PM_BMR_901	2018	71	0.418	2016	12	15	4
PM_BMR_902	2018	83	0.738	2016	17	19	5
PM_BMR_903	2018	75	0.538	2016	5	5	5
PM_BMR_904	2018	68	0.44	2016	4	4	4
PM_BMR_905	2018	77	0.566	2016	9	12	5
PM_BMR_906	2018	75	0.542	2016	7	7	6
PM_BMR_907	2018	61	0.587	2016	55	21	4
PM_BMR_908	2018	75	0.601	2016	7	7	6
PM_BMR_909	2018	60	0.54	2017	7	7	6
PM_BMR_910	2018	70	0.526	2016	16	17	8
PM_BMR_911	2018	75	0.574	2016	20	23	5
PM_BMR_912	2018	67	0.472	2016	6	37	4
PM_BMR_913	2018	78	0.593	2016	20	23	5
PM_BMR_914	2018	76	0.523	2016	10	12	5
PM_BMR_915	2018	75	0.584	2016	7	11	6
PM_BMR_916	2018	78	0.603	2016	6	18	4
PM_BMR_917	2018	68	0.353	2016	7	16	6
PM_BMR_918	2018	70	0.375	2016	7	11	6
PM_BMR_919	2018	78	0.588	2016	11	14	5
PM_BMR_920	2018	68	0.32	2016	10	13	5
PM_BMR_921	2018	77	0.564	2016	4	4	4
PM_BMR_922	2018	78	0.544	2016	4	4	4
PM_BMR_923	2018	75	0.605	2016	63	19	5
PM_BMR_924	2018	67	0.65	2016	7	16	6
PM_BMR_925	2018	80	0.74	2016	4	4	4
PM_BMR_926	2018	68	0.394	2016	4	4	4
PM_BMR_927	2018	60	0.215	2017	11	14	5
PM_BMR_928	2018	67	0.703	2016	62	48	15
PM_BMR_929	2018	57	0.593	2017	13	14	5
PM_BMR_930	2018	78	0.562	2016	16	17	8
PM_BMR_931	2018	76	0.507	2016	12	15	4
PM_BMR_932	2018	97	1.175	2015	7	16	6
PM_BMR_933	2018	85	0.825	2016	16	17	8
PM_BMR_934	2018	91	0.952	2015	4	4	4
PM_BMR_935	2018	80	0.708	2016	9	14	5
PM_BMR_936	2018	91	1.039	2015	16	17	8
PM_BMR_937	2018	91	0.932	2015	35	37	4
PM_BMR_938	2018	80	0.708	2016	10	23	5
PM_BMR_939	2018	86	0.799	2016	4	4	4
PM_BMR_940	2018	86	0.856	2016	5	5	5
PM_BMR_941	2018	97	1	2015	17	19	5
PM_BMR_942	2018	85	0.743	2016	6	18	4
PM_BMR_943	2018	96	1.018	2015	10	12	5
PM_BMR_944	2018	100	1.256	2015	12	15	4
PM_BMR_945	2018	83	0.94	2016	16	17	8
PM_BMR_946	2018	84	0.735	2016	6	18	4
PM_BMR_947	2018	92	1.14	2015	28	10	5
PM_BMR_948	2018	82	0.759	2016	6	18	4
PM_BMR_949	2018	80	0.638	2016	10	12	5
PM_BMR_950	2018	92	1.008	2015	12	15	4
PM_BMR_951	2018	93	0.885	2015	5	5	5
