OffspringID	FatherID	MotherID	ClusterIndex
PM_BMR_606	16	12	4
PM_BMR_607	15	1	1
PM_BMR_608	13	1	1
PM_BMR_609	12	23	1
PM_BMR_610	20	50	1
PM_BMR_611	39	42	1
PM_BMR_612	18	18	5
PM_BMR_613	36	33	1
PM_BMR_614	21	20	1
PM_BMR_615	20	19	1
PM_BMR_616	20	38	1
PM_BMR_617	42	40	11
PM_BMR_618	46	43	1
PM_BMR_619	18	18	5
PM_BMR_620	37	39	1
PM_BMR_621	8	53	1
PM_BMR_622	4	12	4
PM_BMR_623	36	33	1
PM_BMR_624	18	18	5
PM_BMR_625	43	42	1
PM_BMR_626	37	39	1
PM_BMR_627	20	38	1
PM_BMR_628	18	18	5
PM_BMR_629	13	1	1
PM_BMR_630	6	9	1
PM_BMR_631	20	36	1
PM_BMR_632	14	16	1
PM_BMR_633	14	16	1
PM_BMR_634	20	38	1
PM_BMR_635	18	54	5
PM_BMR_636	34	46	10
PM_BMR_637	14	35	1
PM_BMR_638	20	36	1
PM_BMR_639	34	46	10
PM_BMR_640	35	31	1
PM_BMR_641	18	18	5
PM_BMR_642	36	33	1
PM_BMR_643	18	18	5
PM_BMR_644	37	39	1
PM_BMR_645	37	41	1
PM_BMR_646	33	14	1
PM_BMR_647	18	18	5
PM_BMR_648	14	35	1
PM_BMR_649	4	12	4
PM_BMR_650	52	55	14
PM_BMR_651	36	33	1
PM_BMR_652	37	43	1
PM_BMR_653	37	41	1
PM_BMR_654	44	17	1
PM_BMR_655	53	56	15
PM_BMR_656	23	1	1
PM_BMR_657	8	11	1
PM_BMR_658	20	36	1
PM_BMR_659	7	14	1
PM_BMR_660	20	38	1
PM_BMR_661	35	34	1
PM_BMR_662	41	39	1
PM_BMR_663	24	57	4
PM_BMR_664	45	58	1
PM_BMR_665	54	59	16
PM_BMR_666	20	36	1
PM_BMR_667	36	32	1
PM_BMR_668	6	9	1
PM_BMR_669	37	39	1
PM_BMR_670	45	42	1
PM_BMR_671	55	60	17
PM_BMR_672	56	37	1
PM_BMR_673	22	61	1
PM_BMR_674	57	62	18
PM_BMR_675	39	41	1
PM_BMR_676	14	35	1
PM_BMR_677	3	4	3
PM_BMR_678	58	63	19
PM_BMR_679	2	3	2
PM_BMR_680	2	3	2
PM_BMR_681	3	4	3
PM_BMR_682	3	4	3
PM_BMR_683	2	3	2
PM_BMR_684	2	3	2
PM_BMR_685	2	3	2
PM_BMR_686	2	3	2
PM_BMR_687	2	3	2
PM_BMR_688	3	4	3
PM_BMR_689	2	3	2
PM_BMR_690	59	48	13
PM_BMR_691	2	3	2
PM_BMR_692	2	3	2
PM_BMR_693	20	19	1
PM_BMR_694	20	19	1
PM_BMR_695	14	21	1
PM_BMR_696	8	11	1
PM_BMR_697	9	12	4
PM_BMR_698	14	16	1
PM_BMR_699	13	1	1
PM_BMR_700	43	42	1
PM_BMR_701	6	17	1
PM_BMR_702	13	1	1
PM_BMR_703	13	1	1
PM_BMR_704	6	9	1
PM_BMR_705	6	9	1
PM_BMR_706	4	12	4
PM_BMR_707	12	23	1
PM_BMR_708	16	12	4
PM_BMR_709	21	19	1
PM_BMR_710	16	12	4
PM_BMR_711	12	15	1
PM_BMR_712	7	14	1
PM_BMR_713	4	12	4
PM_BMR_714	4	12	4
PM_BMR_715	37	11	1
PM_BMR_716	16	12	4
PM_BMR_717	12	13	1
PM_BMR_718	18	18	5
PM_BMR_719	13	1	1
PM_BMR_720	16	12	4
PM_BMR_721	14	16	1
PM_BMR_722	5	20	1
PM_BMR_723	12	23	1
PM_BMR_724	12	15	1
PM_BMR_725	20	19	1
PM_BMR_726	12	13	1
PM_BMR_727	12	15	1
PM_BMR_728	21	20	1
PM_BMR_729	13	1	1
PM_BMR_730	12	13	1
PM_BMR_731	60	52	1
PM_BMR_732	4	12	4
PM_BMR_733	21	52	1
PM_BMR_734	12	15	1
PM_BMR_735	16	12	4
PM_BMR_736	20	19	1
PM_BMR_737	12	23	1
PM_BMR_738	12	15	1
